step,time,drift_vv,drift_rk4
1144,57.2,0.002311908325482652,0.0026464745581844295
1145,57.25,0.0023204473532050783,0.0026464742282526228
1146,57.300000000000004,0.002330164318067114,0.002646473855169084
1147,57.35,0.002341128314278757,0.002646473445961773
1148,57.400000000000006,0.002353380931367186,0.002646473011830734
1149,57.45,0.0023669242133819894,0.002646472567924108
1150,57.5,0.0023817071339396123,0.002646472132486553
1151,57.550000000000004,0.0023976114911636896,0.0026464717253465897
1152,57.6,0.0024144386806661056,0.0026464713658501024
1153,57.650000000000006,0.0024318993819326135,0.002646471070502731
1154,57.7,0.0024496086638251474,0.002646470850698082
1155,57.75,0.0024670891953963436,0.002646470711012701
1156,57.800000000000004,0.0024837849328875694,0.0026464706484574736
1157,57.85,0.0024990866769051484,0.002646470652996461
1158,57.900000000000006,0.0025123692170748594,0.0026464707093661307
1159,57.95,0.0025230375795097623,0.0026464708000094113
1160,58.0,0.002530577587657899,0.0026464709086533133
1161,58.050000000000004,0.0025346041501085087,0.002646471023929551
1162,58.1,0.002534900027873188,0.0026464711423102934
1163,58.150000000000006,0.002531438715016242,0.0026464712696935557
1164,58.2,0.0025243874688141567,0.0026464714211180368
1165,58.25,0.0025140899369786277,0.002646471618387495
1166,58.300000000000004,0.00250103138752965,0.002646471885816246
1167,58.35,0.002485792336405025,0.002646472244805116
1168,58.400000000000006,0.0024689977427051002,0.0026464727083806865
1169,58.45,0.002451268724336896,0.0026464732770235555
1170,58.5,0.0024331822295249363,0.002646473936901613
1171,58.550000000000004,0.0024152418696137784,0.0026464746610378896
1172,58.6,0.002397860817821519,0.002646475413158044
1173,58.650000000000006,0.002381355801857351,0.0026464761532109405
1174,58.7,0.0023659500181938517,0.0026464768432195866
1175,58.75,0.0023517822916920023,0.002646477452128739
1176,58.800000000000004,0.002338919858721151,0.0026464779588234134
1177,58.85,0.0023273725612220166,0.002646478353032302
1178,58.900000000000006,0.0023171068069918837,0.0026464786344228275
1179,58.95,0.002308058228725661,0.0026464788104780565
1180,59.0,0.0023001424710655366,0.002646478893839652
1181,59.050000000000004,0.002293263912125278,0.002646478899703169
1182,59.1,0.002287322380877232,0.0026464788436404148
1183,59.150000000000006,0.0022822180816625,0.0026464787400159264
1184,59.2,0.002277855006990645,0.0026464786010077655
1185,59.25,0.002274143135100483,0.00264647843615139
1186,59.300000000000004,0.002270999690638331,0.0026464782522517974
1187,59.35,0.002268349711366759,0.002646478053543608
1188,59.400000000000006,0.002266126121986823,0.0026464778419797988
1189,59.45,0.0022642694746891154,0.0026464776175664866
1190,59.5,0.0022627274787121936,0.002646477378683103
1191,59.550000000000004,0.002261454409455459,0.002646477122374692
1192,59.6,0.0022604104621092988,0.002646476844586602
1193,59.650000000000006,0.002259561094656189,0.002646476540367906
1194,59.7,0.0022588763898910547,0.002646476204044912
1195,59.75,0.002258330454929016,0.0026464758294050417
1196,59.800000000000004,0.0022579008685559535,0.002646475409919115
1197,59.85,0.00225756818116549,0.0026464749390601597
1198,59.900000000000006,0.0022573154681630276,0.0026464744107899587
1199,59.95,0.002257127935134361,0.00264647382031767
1200,60.0,0.002256992571423356,0.002646473165267671
1201,60.050000000000004,0.0022568978476052,0.002646472447450017
1202,60.1,0.0022568334515999234,0.0026464716754758507
1203,60.150000000000006,0.0022567900574957302,0.0026464708685326704
1204,60.2,0.0022567591205021305,0.0026464700616403024
1205,60.25,0.002256732690704127,0.0026464693126268617
1206,60.300000000000004,0.0022567032372396365,0.0026464687106788837
1207,60.35,0.0022566634732515086,0.0026464683853924483
1208,60.400000000000006,0.002256606170203199,0.002646468513125792
1209,60.45,0.0022565239479231257,0.002646469313176115
1210,60.5,0.002256409023849457,0.002646471018571612
1211,60.550000000000004,0.0022562529012794094,0.00264647379363249
1212,60.6,0.002256045971717836,0.0026464775533713166
1213,60.650000000000006,0.0022557770004022564,0.002646481625340596
1214,60.7,0.0022554324563290444,0.002646484206182649
1215,60.75,0.0022549956380224626,0.0026464816565926336
1216,60.800000000000004,0.002254445532992498,0.002646467932827775
1217,60.85,0.0022537553311450897,0.0026464349153018972
1218,60.900000000000006,0.0022528904884517877,0.002646374855454193
1219,60.95,0.0022518062042962608,0.002646285847865113
1220,61.0,0.0022504441299980504,0.002646178989290955
1221,61.050000000000004,0.0022487280608190128,0.00264608189056199
1222,61.1,0.0022465582696365926,0.002646031518777237
1223,61.150000000000006,0.002243804002035998,0.002646055844973134
1224,61.2,0.002240293445569603,0.0026461561021693175
1225,61.25,0.002235800170532884,0.002646305029167197
1226,61.300000000000004,0.0022300245504376513,0.0026464629831598648
1227,61.35,0.002222567897374798,0.002646597926551546
1228,61.400000000000006,0.0022128958021540215,0.0026466952927502183
1229,61.45,0.0022002851215263005,0.0026467558357117526
1230,61.5,0.0021837456129925313,0.002646788152440031
1231,61.550000000000004,0.0021619012922745894,0.002646802203228134
1232,61.6,0.0021328061135385,0.002646806027049799
1233,61.650000000000006,0.0020936495062697236,0.0026468050006336974
1234,61.7,0.0020402714580215853,0.0026468023093686173
1235,61.75,0.0019663369994823124,0.002646799689198192
1236,61.800000000000004,0.0018618784998709738,0.002646798022428866
1237,61.85,0.0017106154703493011,0.002646797700164004
1238,61.900000000000006,0.001484803168621428,0.002646798804821171
1239,61.95,0.0011348523762953592,0.002646801197362128
1240,62.0,0.0005674340049097057,0.0026468045759721797
1241,62.050000000000004,0.0004020342387381067,0.002646808539351089
1242,62.1,0.002146915916687411,0.002646812657824042
1243,62.150000000000006,0.0053255796109131235,0.002646816538929836
1244,62.2,0.009566859513840304,0.002646819872646927
1245,62.25,0.00478836034441622,0.0026468224496445465
1246,62.300000000000004,0.08816837681754203,0.0026468241560423625
1247,62.35,0.008121101237499857,0.0026468249544044794
1248,62.400000000000006,0.010638294063471183,0.002646824861482444
1249,62.45,0.006563819525809193,0.0026468239298601216
1250,62.5,0.0032501611169050925,0.0026468222357453907
1251,62.550000000000004,0.001424429112496792,0.0026468198706405886
1252,62.6,0.00041417085675113006,0.0026468169317642315
1253,62.650000000000006,0.00017442849318027547,0.002646813505329715
1254,62.7,0.0005362109800067742,0.0026468096383151915
1255,62.75,0.0007692660396663004,0.0026468052973980475
1256,62.800000000000004,0.0009254168244551069,0.0026468003172027336
1257,62.85,0.0010334742370997226,0.0026467943419558573
1258,62.900000000000006,0.0011102253697351802,0.0026467867637366507
1259,62.95,0.0011658666503460528,0.0026467766571076695
1260,63.0,0.0012068207546318806,0.002646762707116385
1261,63.050000000000004,0.0012372637761946415,0.002646743134080791
1262,63.1,0.001259987502751309,0.0026467156524205555
1263,63.150000000000006,0.0012769044495548778,0.0026466776070033756
1264,63.2,0.0012893536528640378,0.002646626723824026
1265,63.25,0.0012982916164710342,0.0026465636801305294
1266,63.300000000000004,0.0013044151636885926,0.0026464995921113986
1267,63.35,0.001308243014009747,0.002646475556619032
1268,63.400000000000006,0.001310172023498678,0.0026466064050863158
1269,63.45,0.0013105179466665665,0.002647145172038268
1270,63.5,0.0013095471324392916,0.002648406711752419
1271,63.550000000000004,0.0013075036224860978,0.002649766106207027
1272,63.6,0.0013046350580502766,0.002646814516873152
1273,63.650000000000006,0.0013012202593611956,0.002634744174470898
1274,63.7,0.0012976010665025621,0.0026307957377137594
1275,63.75,0.0012942207726173935,0.002651200319653733
1276,63.800000000000004,0.0012916708901642877,0.002669701786170075
1277,63.85,0.0012907464939058459,0.0026747865280483066
1278,63.900000000000006,0.001292507026503697,0.0026745937082614467
1279,63.95,0.0012983327661482771,0.0026739526542056357
1280,64.0,0.001309955215018824,0.002673691416920293
1281,64.05,0.00132942077560232,0.0026736710231405098
1282,64.10000000000001,0.0013589219512367538,0.0026737350748525014
1283,64.15,0.001400406916063899,0.002673811568472054
1284,64.2,0.0014548797604135384,0.0026738768295334484
1285,64.25,0.0015213748743330862,0.0026739266473768653
1286,64.3,0.0015957859961261908,0.0026739630764642548
1287,64.35000000000001,0.0016700642807954348,0.0026739894519364833
1288,64.4,0.0017326191945696433,0.0026740087770450475
1289,64.45,0.0017706663890602005,0.0026740233176376065
1290,64.5,0.0017743541424512395,0.0026740345342565427
1291,64.55,0.0017410041626620498,0.0026740430021413727
1292,64.60000000000001,0.0016770205614827561,0.0026740481659031923
1293,64.65,0.0015962001597542173,0.00267404787991216
1294,64.7,0.0015156226586194746,0.002674037832404724
1295,64.75,0.0014517057350622268,0.002674011240901244
1296,64.8,0.0014182132164242286,0.0026739596551344632
1297,64.85000000000001,0.0014261367359835867,0.002673876055185529
1298,64.9,0.0014840514196368941,0.0026737609269777553
1299,64.95,0.0015972659243561021,0.0026736296418374363
1300,65.0,0.0017646109920539358,0.0026735156281251266
1301,65.05,0.0019730880752739867,0.0026734623565881186
1302,65.10000000000001,0.0021931336946307586,0.0026735034828204705
1303,65.15,0.0023800037614587926,0.0026736427297093745
1304,65.2,0.0024860919318201264,0.002673849836135612
1305,65.25,0.0024813360875837716,0.00267407670722363
1306,65.3,0.0023688060160677814,0.0026742806451669336
1307,65.35000000000001,0.002182856341737946,0.002674438476719959
1308,65.4,0.0019712755324320544,0.0026745467667617616
1309,65.45,0.0017753303860620893,0.00267461403175482
1310,65.5,0.0016193951102327232,0.00267465251415263
1311,65.55,0.0015112938953983925,0.0026746731743613945
1312,65.60000000000001,0.00144795919806351,0.002674683914800824
1313,65.65,0.001421297829276309,0.002674689684152824
1314,65.7,0.0014220679051178324,0.002674693257019428
1315,65.75,0.0014417192307947355,0.002674696036962067
1316,65.8,0.0014729227301755435,0.002674698655699879
1317,65.85000000000001,0.001509502591195576,0.002674701352658024
1318,65.9,0.0015462403524881762,0.002674704188900317
1319,65.95,0.0015787842876067515,0.002674707154965732
1320,66.0,0.0016037217728043795,0.002674710217688004
1321,66.05,0.001618753513579561,0.0026747133356479613
1322,66.10000000000001,0.0016228476920895623,0.0026747164613268645
1323,66.15,0.001616256475947004,0.002674719540210643
1324,66.2,0.0016003388851931575,0.0026747225118272217
1325,66.25,0.0015772186357709158,0.002674725314022267
1326,66.3,0.0015493683260472315,0.002674727889489047
1327,66.35000000000001,0.001519224852874346,0.0026747301925120807
1328,66.4,0.0014889100305608973,0.0026747321940003154
1329,66.45,0.0014600815131988352,0.0026747338836119175
1330,66.5,0.0014338985180616828,0.002674735268871928
1331,66.55,0.0014110665623395806,0.0026747363719199124
1332,66.60000000000001,0.0013919235500728748,0.0026747372249687614
1333,66.65,0.0013765379199834544,0.002674737865558036
1334,66.7,0.0013648005922430246,0.002674738332383752
1335,66.75,0.00135650181375447,0.002674738662145446
1336,66.8,0.00135139032367412,0.0026747388875275986
1337,66.85000000000001,0.0013492157967205664,0.002674739036189838
1338,66.9,0.0013497570636139095,0.0026747391305383694
1339,66.95,0.0013528389239075035,0.0026747391880371355
1340,67.0,0.0013583400172966816,0.0026747392217985402
1341,67.05,0.0013661935589591558,0.002674739241324733
1342,67.10000000000001,0.0013763819777289174,0.002674739253234795
1343,67.15,0.001388925740806914,0.002674739261937537
1344,67.2,0.001403865990342287,0.0026747392702060765
1345,67.25,0.0014212401521625346,0.002674739279645008
1346,67.3,0.001441049552663755,0.0026747392910471124
1347,67.35000000000001,0.0014632185213052519,0.0026747393046717216
1348,67.4,0.0014875457610484591,0.002674739320447629
1349,67.45,0.0015136512352798529,0.002674739338106327
1350,67.5,0.001540925556732235,0.0026747393572878774
1351,67.55,0.001568493467988413,0.0026747393775988634
1352,67.60000000000001,0.0015952071723693488,0.0026747393986550467
1353,67.65,0.0016196866306281501,0.002674739420101077
1354,67.7,0.0016404195034948035,0.002674739441630379
1355,67.75,0.0016559211108060777,0.0026747394629783533
1356,67.8,0.001664935656635071,0.0026747394839307013
1357,67.85000000000001,0.0016666398473131558,0.002674739504316972
1358,67.9,0.0016607983774864774,0.0026747395240051203
1359,67.95,0.0016478260483376783,0.002674739542898448
1360,68.0,0.0016287349362720171,0.00267473956092813
1361,68.05,0.0016049786825898013,0.0026747395780472613
1362,68.10000000000001,0.0015782352375428447,0.00267473959423205
1363,68.15,0.0015501821609197695,0.002674739609469751
1364,68.2,0.0015223117556902488,0.002674739623761553
1365,68.25,0.0014958132046163594,0.002674739637115954
1366,68.3,0.001471526009159077,0.002674739649545529
1367,68.35000000000001,0.0014499519345654874,0.0026747396610682923
1368,68.4,0.0014313047557771824,0.002674739671702938
1369,68.45,0.001415577202107695,0.002674739681467139
1370,68.5,0.0014026092667017347,0.0026747396903794196
1371,68.55,0.0013921481866514315,0.0026747396984545648
1372,68.60000000000001,0.0013838957809535859,0.0026747397057036207
1373,68.65,0.0013775425855969382,0.0026747397121332154
1374,68.7,0.0013727903377521217,0.0026747397177474272
1375,68.75,0.0013693652237019972,0.0026747397225428573
1376,68.8,0.0013670243838346794,0.0026747397265118582
1377,68.85000000000001,0.001365557846237298,0.0026747397296386253
1378,68.9,0.0013647875955829934,0.0026747397319039556
1379,68.95,0.0013645650219196528,0.0026747397332798077
1380,69.0,0.0013647676012843867,0.0026747397337325337
1381,69.05,0.0013652953563322002,0.0026747397332215176
1382,69.10000000000001,0.0013660674252945126,0.002674739731699855
1383,69.15,0.001367018916994476,0.0026747397291136737
1384,69.2,0.0013680981315611638,0.0026747397254053644
1385,69.25,0.0013692641660002153,0.002674739720510348
1386,69.3,0.0013704848890300993,0.0026747397143597985
1387,69.35000000000001,0.0013717352516385835,0.0026747397068813206
1388,69.4,0.00137299589239433,0.0026747396980026884
1389,69.45,0.0013742519953652177,0.002674739687648278
1390,69.5,0.0013754923608714725,0.002674739675746713
1391,69.55,0.0013767086532219122,0.002674739662228318
1392,69.60000000000001,0.0013778947942786435,0.002674739647030724
1393,69.65,0.0013790464762540812,0.0026747396300990387
1394,69.7,0.001380160771513547,0.002674739611392307
1395,69.75,0.001381235820904946,0.0026747395908821485
1396,69.8,0.0013822705855086764,0.0026747395685592164
1397,69.85000000000001,0.001383264649440737,0.0026747395444364254
1398,69.9,0.001384218063712859,0.0026747395185499744
1399,69.95,0.0013851312230481762,0.0026747394909639307
1400,70.0,0.0013860047691518032,0.0026747394617719334
1401,70.05,0.0013868395151919045,0.002674739431099059
1402,70.10000000000001,0.0013876363873033676,0.0026747393991030143
1403,70.15,0.0013883963797420849,0.002674739365976514
1404,70.2,0.0013891205210057806,0.0026747393319403127
1405,70.25,0.0013898098487501963,0.0026747392972488143
1406,70.3,0.001390465391781331,0.0026747392621827635
1407,70.35000000000001,0.0013910881577147466,0.0026747392270451667
1408,70.4,0.0013916791251854155,0.0026747391921568752
1409,70.45,0.0013922392396858354,0.0026747391578460476
1410,70.5,0.0013927694122775267,0.002674739124449169
1411,70.55,0.0013932705205619133,0.002674739092292699
1412,70.60000000000001,0.0013937434113807038,0.00267473906169171
1413,70.65,0.0013941889048025675,0.0026747390329393533
1414,70.7,0.0013946077990300454,0.0026747390062971687
1415,70.75,0.0013950008758749203,0.002674738981990331
1416,70.8,0.001395368906529284,0.0026747389601998275
1417,70.85000000000001,0.0013957126573656675,0.002674738941060083
1418,70.9,0.0013960328955507405,0.0026747389246531794
1419,70.95,0.0013963303942613507,0.0026747389110102168
1420,71.0,0.0013966059373433195,0.0026747389001108017
1421,71.05,0.001396860323254781,0.0026747388918879765
1422,71.10000000000001,0.0013970943681827538,0.002674738886231619
1423,71.15,0.0013973089082277479,0.0026747388829938797
1424,71.2,0.0013975048005977781,0.0026747388820019266
1425,71.25,0.0013976829237599543,0.0026747388830616866
1426,71.3,0.0013978441765379167,0.002674738885972797
1427,71.35000000000001,0.0013979894761622588,0.0026747388905379553
1428,71.4,0.001398119755308265,0.0026747388965746434
1429,71.45,0.0013982359581775513,0.002674738903929234
1430,71.5,0.0013983390356927796,0.002674738912488374
1431,71.55,0.0013984299399140351,0.002674738922194455
1432,71.60000000000001,0.0013985096177752654,0.002674738933061242
1433,71.65,0.0013985790042639887,0.002674738945190699
1434,71.7,0.0013986390151883822,0.0026747389587921957
1435,71.75,0.0013986905396491808,0.0026747389742059566
1436,71.8,0.0013987344323817404,0.0026747389919307618
1437,71.85000000000001,0.0013987715060873943,0.0026747390126531786
1438,71.9,0.0013988025239114698,0.0026747390372871553
1439,71.95,0.0013988281921859045,0.00267473906701719
1440,72.0,0.0013988491535819353,0.0026747391033448923
1441,72.05,0.0013988659807727807,0.0026747391481401366
1442,72.10000000000001,0.0013988791707313997,0.0026747392036922143
1443,72.15,0.0013988891397503345,0.002674739272740085
1444,72.2,0.0013988962192708187,0.002674739358479852
1445,72.25,0.0013989006526023812,0.0026747394645100426
1446,72.3,0.0013989025925718664,0.0026747395946737297
1447,72.35000000000001,0.0013989021001652553,0.0026747397527310565
1448,72.4,0.0013988991441848916,0.002674739941766133
1449,72.45,0.001398893601923304,0.0026747401632136133
1450,72.5,0.0013988852608755424,0.002674740415339406
1451,72.55,0.0013988738214514576,0.0026747406910525014
1452,72.60000000000001,0.0013988589006586883,0.0026747409749292815
1453,72.65,0.0013988400367060574,0.00267474123954158
1454,72.7,0.001398816694461606,0.0026747414414858093
1455,72.75,0.0013987882716721396,0.0026747415181175224
1456,72.8,0.001398754105851327,0.0026747413867781746
1457,72.85000000000001,0.0013987134817126335,0.0026747409492126027
1458,72.9,0.001398665639022013,0.002674740104317582
1459,72.95,0.0013986097807311712,0.0026747387715848475
1460,73.0,0.0013985450812311526,0.002674736924543176
1461,73.05,0.0013984706945846805,0.002674734627756513
1462,73.10000000000001,0.0013983857625589884,0.002674732063868577
1463,73.15,0.0013982894223277702,0.0026747295327929185
1464,73.2,0.0013981808136660262,0.0026747274090490884
1465,73.25,0.0013980590855232579,0.0026747260584783668
1466,73.3,0.0013979234018426307,0.002674725737529537
1467,73.35000000000001,0.001397772946532634,0.0026747265140183887
1468,73.4,0.0013976069275309089,0.002674728244558029
1469,73.45,0.0013974245799308472,0.0026747306192052575
1470,73.5,0.0013972251681852311,0.0026747332525832537
1471,73.55,0.0013970079874588036,0.0026747357823874046
1472,73.60000000000001,0.001396772364264363,0.00267473794012512
1473,73.65,0.0013965176565710147,0.002674739578559467
1474,73.7,0.0013962432536982995,0.002674740661044781
1475,73.75,0.0013959485763518787,0.0026747412293047696
1476,73.8,0.0013956330773359342,0.002674741366661602
1477,73.85000000000001,0.001395296243580578,0.0026747411677894187
1478,73.9,0.0013949376003277007,0.002674740719173013
1479,73.95,0.001394556718532464,0.0026747400896527567
1480,74.0,0.0013941532268299545,0.0026747393282812865
1481,74.05,0.0013937268297740646,0.0026747384665208587
1482,74.10000000000001,0.0013932773345243705,0.0026747375224781384
1483,74.15,0.0013928046887575268,0.0026747365057565617
1484,74.2,0.0013923090333515693,0.0026747354221956835
1485,74.25,0.0013917907743872114,0.00267473427819128
1486,74.3,0.0013912506803116379,0.002674733084464667
1487,74.35000000000001,0.0013906900117612894,0.0026747318591660157
1488,74.4,0.0013901106936825872,0.0026747306301116405
1489,74.45,0.0013895155421198492,0.002674729435895424
1490,74.5,0.0013889085614928651,0.002674728325526838
1491,74.55,0.0013882953325391643,0.0026747273563775312
1492,74.60000000000001,0.0013876835164887884,0.0026747265903178646
1493,74.65,0.0013870835075661747,0.0026747260882886144
1494,74.7,0.001386509273662284,0.0026747259038363697
1495,74.75,0.0013859794337333707,0.002674726076515016
1496,74.8,0.0013855186296557822,0.0026747266262032074
1497,74.85000000000001,0.001385159258587379,0.0026747275493816092
1498,74.9,0.0013849436368272494,0.00267472881813704
1499,74.95,0.0013849266633147788,0.0026747303821920885
1500,75.0,0.001385179032472434,0.002674732173671315
1501,75.05,0.0013857909997306145,0.002674734113839973
1502,75.10000000000001,0.0013868766095271865,0.0026747361206909052
1503,75.15,0.0013885781267786877,0.0026747381162182463
1504,75.2,0.0013910701312575113,0.0026747400323801837
1505,75.25,0.0013945622952518794,0.0026747418151313474
1506,75.3,0.0013992992285173447,0.0026747434263146067
1507,75.35000000000001,0.0014055549336893728,0.002674744843588676
1508,75.4,0.0014136184521401898,0.0026747460588230085
1509,75.45,0.0014237664587816758,0.002674747075521473
1510,75.5,0.0014362184510003065,0.0026747479058096186
1511,75.55,0.0014510717305550374,0.002674748567444369
1512,75.60000000000001,0.0014682178590016675,0.002674749081160887
1513,75.65,0.0014872507174958918,0.0026747494685234827
1514,75.7,0.0015073883473277186,0.0026747497503279874
1515,75.75,0.0015274429095485495,0.002674749945543524
1516,75.8,0.0015458777745339719,0.0026747500707022423
1517,75.85000000000001,0.001560978144763502,0.0026747501396291143
1518,75.9,0.0015711264387713623,0.002674750163425446
1519,75.95,0.001575124186807759,0.0026747501506077225
1520,76.0,0.0015724630695267518,0.0026747501073249645
1521,76.05,0.001563447885843535,0.002674750037605822
1522,76.10000000000001,0.0015491236775276847,0.002674749943595306
1523,76.15,0.001531035247649583,0.002674749825746143
1524,76.2,0.0015109075705431393,0.0026747496829552376
1525,76.25,0.0014903494762782367,0.002674749512630631
1526,76.3,0.0014706519336264128,0.002674749310676375
1527,76.35000000000001,0.0014527024231931933,0.002674749071379692
1528,76.4,0.001436996114261879,0.0026747487871995644
1529,76.45,0.0014237058824570815,0.002674748448412748
1530,76.5,0.0014127741884468845,0.002674748042606661
1531,76.55,0.0014040009957887157,0.002674747553954754
1532,76.60000000000001,0.0013971146005816505,0.0026747469622160555
1533,76.65,0.0013918218711443575,0.0026747462413467486
1534,76.7,0.001387839906129009,0.0026747453575803304
1535,76.75,0.001384913332602862,0.0026747442667585004
1536,76.80000000000001,0.0013828216750689094,0.002674742910580025
1537,76.85000000000001,0.0013813805055263473,0.0026747412112813757
1538,76.9,0.0013804391067948985,0.0026747390640182193
1539,76.95,0.001379876481915915,0.0026747363257848436
1540,77.0,0.0013795968417444852,0.002674732799124684
1541,77.05000000000001,0.0013795252098382184,0.0026747282078027524
1542,77.10000000000001,0.0013796034624827891,0.0026747221599271527
1543,77.15,0.0013797869262162177,0.002674714091124305
1544,77.2,0.001380041544882096,0.0026747031754856456
1545,77.25,0.0013803415720279723,0.0026746881834423847
1546,77.30000000000001,0.001380667720666215,0.0026746672507062625
1547,77.35000000000001,0.0013810056969435682,0.0026746374954546093
1548,77.4,0.0013813450482075842,0.0026745943723081875
1549,77.45,0.001381678264153752,0.0026745305641676063
1550,77.5,0.001382000079157555,0.0026744340598401643
1551,77.55000000000001,0.001382306933121509,0.0026742848217242736
1552,77.60000000000001,0.0013825965563742538,0.0026740491792164073
1553,77.65,0.0013828676511695732,0.0026736714116184362
1554,77.7,0.00138311964815373,0.002673066301359055
1555,77.75,0.0013833525208313702,0.0026721411026000624
1556,77.80000000000001,0.0013835666448414542,0.002670994503820739
1557,77.85000000000001,0.0013837626917685107,0.0026709471961193255
1558,77.9,0.0013839415495789105,0.002678490045559248
1559,77.95,0.00138410426353178,0.002709182183236872
1560,78.0,0.001384251992847811,0.002707030471219952
1561,78.05000000000001,0.0013843859794963086,0.0025307759601287338
1562,78.10000000000001,0.0013845075262809705,0.0029371881893960027
1563,78.15,0.0013846179820851618,0.003180678930241165
1564,78.2,0.0013847187326058144,0.0031796833926629863
1565,78.25,0.0013848111953088627,0.003172558577723982
1566,78.30000000000001,0.0013848968176247956,0.0031728542837814043
1567,78.35000000000001,0.0013849770776391322,0.0031744562437696555
1568,78.4,0.0013850534867044348,0.0031757126777310894
1569,78.45,0.0013851275935374452,0.0031765156461080143
1570,78.5,0.0013852009894774378,0.0031770058968005714
1571,78.55000000000001,0.0013852753146534234,0.0031773054089269826
1572,78.60000000000001,0.0013853522648868632,0.0031774915188974265
1573,78.65,0.001385433599197677,0.0031776097982445088
1574,78.7,0.0013855211478319752,0.003177686776497175
1575,78.75,0.0013856168207642679,0.0031777380480397404
1576,78.80000000000001,0.0013857226166617493,0.0031777729475747736
1577,78.85000000000001,0.0013858406323222086,0.0031777971826087263
1578,78.9,0.0013859730726372343,0.0031778143197618057
1579,78.95,0.0013861222611556531,0.003177826635544017
1580,79.0,0.0013862906513546092,0.0031778356123410975
1581,79.05000000000001,0.001386480838765113,0.003177842233366944
1582,79.10000000000001,0.0013866955741301575,0.0031778471616032682
1583,79.15,0.0013869377778270384,0.003177850850441004
1584,79.2,0.001387210555799267,0.0031778536133112456
1585,79.25,0.0013875172173372862,0.0031778556681754484
1586,79.30000000000001,0.0013878612950441363,0.003177857166257051
1587,79.35000000000001,0.0013882465673901868,0.0031778582106671465
1588,79.4,0.0013886770843008298,0.0031778588683325565
1589,79.45,0.001389157196231048,0.0031778591772849934
1590,79.5,0.0013896915871979354,0.003177859150487312
1591,79.55000000000001,0.0013902853122150657,0.0031778587767843335
1592,79.60000000000001,0.0013909438395241554,0.0031778580190542157
1593,79.65,0.0013916730978801339,0.003177856809201784
1594,79.7,0.0013924795290007539,0.003177855039008672
1595,79.75,0.0013933701449717205,0.0031778525450528164
1596,79.80000000000001,0.001394352590066579,0.003177849084592805
1597,79.85000000000001,0.0013954352058651793,0.0031778442970630443
1598,79.9,0.001396627097918959,0.003177837641954603
1599,79.95,0.0013979382013129575,0.003177828296825058
1600,80.0,0.001399379341397902,0.003177814986108205
1601,80.05000000000001,0.001400962284668027,0.0031777956863448258
1602,80.10000000000001,0.0014026997732200892,0.0031777671040608317
1603,80.15,0.0014046055344325988,0.003177723721516959
1604,80.2,0.001406694255599561,0.003177655992632237
1605,80.25,0.0014089815111061495,0.0031775468069234706
1606,80.30000000000001,0.0014114836277010492,0.003177364297820334
1607,80.35000000000001,0.0014142174714012988,0.0031770467055240647
1608,80.4,0.001417200138081178,0.003176469806218772
1609,80.45,0.0014204485289175841,0.0031753782472177822
1610,80.5,0.0014239787921374325,0.0031732668964020378
1611,80.55000000000001,0.0014278056144523359,0.0031694344831936865
1612,80.60000000000001,0.0014319413496463088,0.003165921910789888
1613,80.65,0.001436394978714005,0.003196433494756458
1614,80.7,0.0014411709062711678,0.0034356212954429507
1615,80.75,0.0014462676121527105,0.0028127687942476392
1616,80.80000000000001,0.0014516761953510316,0.004813996600788855
1617,80.85000000000001,0.0014573788694108394,0.005085445186818587
1618,80.9,0.0014633474932129178,0.004990250519445462
1619,80.95,0.0014695422467940747,0.004988121767574698
1620,81.0,0.0014759105856823626,0.004993791395952599
1621,81.05000000000001,0.001482386625230684,0.004997216095335508
1622,81.10000000000001,0.0014888911139384088,0.004998961624569056
1623,81.15,0.0014953321466950333,0.0049998551114003986
1624,81.2,0.0015016067408501444,0.0050003310752030836
1625,81.25,0.0015076033472287576,0.0050005966194794915
1626,81.30000000000001,0.001513205294844649,0.005000751503372185
1627,81.35000000000001,0.0015182950762664424,0.0050008455715715465
1628,81.4,0.001522759279280309,0.005000904802633734
1629,81.45,0.001526493872438342,0.005000943308038325
1630,81.5,0.0015294094730374523,0.0050009690532207985
1631,81.55000000000001,0.0015314361813963304,0.0050009866941034
1632,81.60000000000001,0.0015325275672489534,0.005000999039150174
1633,81.65,0.001532663448130892,0.0050010078312370376
1634,81.7,0.0015318512025156662,0.0050010141804010195
1635,81.75,0.001530125499859463,0.005001018811137655
1636,81.80000000000001,0.001527546486048683,0.00500102220797775
1637,81.85000000000001,0.001524196612866311,0.005001024703530383
1638,81.9,0.001520176422042138,0.005001026532974706
1639,81.95,0.001515599671765706,0.005001027868334238
1640,82.0,0.0015105882181107695,0.005001028840120878
1641,82.05000000000001,0.0015052670367827613,0.0050010295507875325
1642,82.10000000000001,0.0014997597012831837,0.005001030082723387
1643,82.15,0.0014941845362164356,0.005001030502599502
1644,82.2,0.0014886515556397082,0.005001030863402335
1645,82.25,0.0014832601912782221,0.005001031205220581
1646,82.30000000000001,0.00147809772638074,0.005001031555631787
1647,82.35000000000001,0.001473238286416817,0.005001031930345581
1648,82.4,0.0014687422020393218,0.0050010323344425595
1649,82.45,0.0014646555547044374,0.005001032764321133
1650,82.5,0.0014610097400667747,0.005001033210181586
1651,82.55000000000001,0.0014578209369887358,0.005001033658726955
